licitacao,unidade,modalidade,item_lote,item_id,codigo_item_siga,descricao,quantidade,exclusivo_me_epp
CC 008/23,DER-RJ - FUND DEP ESTRADAS DE RODAGEM DO ESTADO DO RJ,CONCORRÊNCIA,Item: 1,157121,0787.002.0003,"SERVICO DE DESOBSTRUCAO E CONTENCAO,DESCRICAO: CONTRATACAO DE PRESTACAO DE SERVICOS DE CONTENCAO DE ENCOSTAS - ID:157121 - Código do Item:0787.002.0003",1,N
CC 009/19,INEA - INSTITUTO ESTADUAL DO AMBIENTE,CONCORRÊNCIA,Item: 1 Lote: 1,123632,0787.002.0001,"SERVICO DE DESOBSTRUCAO E CONTENCAO,DESCRICAO: PRESTACAO DE SERVICO DE DESOBSTRUCAO E CONTENCAO DAS MARGENS DE RIOS - ID:123632 - Código do Item:0787.002.0001",1,N
CC 01/23,SEIOP - SECRETARIA DE ESTADO DE INFRAESTRUTURA E OBRAS PUBLICAS - SEIOP,CONCORRÊNCIA,Item: 1 Lote: 1,160996,0787.003.0008,"SERVICO DE CONSTRUCAO DE ESTRUTURAS,DESCRICAO: CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICO DE CONTRUCAO CIVIL, ORIGEM: PESSOA JURIDICA - ID:160996 - Código do Item:0787.003.0008",1,N
CC 010/23,DER-RJ - FUND DEP ESTRADAS DE RODAGEM DO ESTADO DO RJ,CONCORRÊNCIA,Item: 1,162556,0663.002.0005,"SERVICOS EM RODOVIAS,DESCRICAO: CONTRATACAO DE EMPRESA PARA SERVICO DE FRESAGEM E RECAPEAMENTO NAS RODOVIAS, ORIGEM: PESSOA JURIDICA - ID:162556 - Código do Item:0663.002.0005",1,N
CC 010/23,INEA - INSTITUTO ESTADUAL DO AMBIENTE,CONCORRÊNCIA,Item: 1 Lote: 1,166666,0787.003.0012,"SERVICO DE CONSTRUCAO DE ESTRUTURAS,DESCRICAO: CONTRATACAO DE EMPRESA ESPECIALIZADA EM PROJETO EXECUTIVO E EXECUCAO DE OBRAS PARA CANALIZACAO DE RIO, ORIGEM: PESSOA JURIDICA - ID:166666 - Código do Item:0787.003.0012",1,N
CC 011/22,DER-RJ - FUND DEP ESTRADAS DE RODAGEM DO ESTADO DO RJ,CONCORRÊNCIA,Item: 1,162556,0663.002.0005,"SERVICOS EM RODOVIAS,DESCRICAO: CONTRATACAO DE EMPRESA PARA SERVICO DE FRESAGEM E RECAPEAMENTO NAS RODOVIAS, ORIGEM: PESSOA JURIDICA - ID:162556 - Código do Item:0663.002.0005",1,N
CC 017/23,DER-RJ - FUND DEP ESTRADAS DE RODAGEM DO ESTADO DO RJ,CONCORRÊNCIA,Item: 1,160996,0787.003.0008,"SERVICO DE CONSTRUCAO DE ESTRUTURAS,DESCRICAO: CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICO DE CONTRUCAO CIVIL, ORIGEM: PESSOA JURIDICA - ID:160996 - Código do Item:0787.003.0008",1,N
CC 038/22,DER-RJ - FUND DEP ESTRADAS DE RODAGEM DO ESTADO DO RJ,CONCORRÊNCIA,Item: 1,162556,0663.002.0005,"SERVICOS EM RODOVIAS,DESCRICAO: CONTRATACAO DE EMPRESA PARA SERVICO DE FRESAGEM E RECAPEAMENTO NAS RODOVIAS, ORIGEM: PESSOA JURIDICA - ID:162556 - Código do Item:0663.002.0005",1,N
CC 13/23,SEIOP - SECRETARIA DE ESTADO DE INFRAESTRUTURA E OBRAS PUBLICAS - SEIOP,CONCORRÊNCIA,Item: 1 Lote: 1,160996,0787.003.0008,"SERVICO DE CONSTRUCAO DE ESTRUTURAS,DESCRICAO: CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICO DE CONTRUCAO CIVIL, ORIGEM: PESSOA JURIDICA - ID:160996 - Código do Item:0787.003.0008",1,N
CC 14/23,SEIOP - SECRETARIA DE ESTADO DE INFRAESTRUTURA E OBRAS PUBLICAS - SEIOP,CONCORRÊNCIA,Item: 1 Lote: 1,160996,0787.003.0008,"SERVICO DE CONSTRUCAO DE ESTRUTURAS,DESCRICAO: CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICO DE CONTRUCAO CIVIL, ORIGEM: PESSOA JURIDICA - ID:160996 - Código do Item:0787.003.0008",1,N
CC 33/22,SEIOP - SECRETARIA DE ESTADO DE INFRAESTRUTURA E OBRAS PUBLICAS - SEIOP,CONCORRÊNCIA,Item: 1 Lote: 1,160996,0787.003.0008,"SERVICO DE CONSTRUCAO DE ESTRUTURAS,DESCRICAO: CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICO DE CONTRUCAO CIVIL, ORIGEM: PESSOA JURIDICA - ID:160996 - Código do Item:0787.003.0008",1,N
CC-001/23,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,CONCORRÊNCIA,Item: 1,53601,0149.001.0002,"SERVICOS DE ENGENHARIA E ARQUITETURA,DESCRIÇÃO: CONTRATACAO DE SERVICOS DE ENGENHARIA E ARQUITETURA, ESPECIALIZADA EM DESENVOLVIMENTO E ELABORACAO DE PROJETOS - ID:53601 - Código do Item:0149.001.0002",1,N
CC-002/23,FUNESBOM - FUNDO ESPECIAL DO CORPO DE BOMBEIROS,CONCORRÊNCIA,Item: 1 Lote: 1,150907,0656.003.0017,"PROJETO EXECUTIVO,DESCRIÇÃO: CONTRATACAO DE EMPRESA ESPECIALIZADA PARA ELABORACAO DE PROJETO EXECUTIVO E EXECUCAO DE OBRA DE REFORMA - ID:150907 - Código do Item:0656.003.0017",1,N
CC0001/22,SECC - SECRETARIA DE ESTADO DA CASA CIVIL,CONCORRÊNCIA,Item: 1,80932,0308.002.0015,"SERVICOS DE APOIO AS ATIVIDADES ADMINISTRATIVAS, TECNICAS E OPERACIONAIS,DESCRIÇÃO: CONTRATACAO DE SERVICOS DE GESTAO DE CENTRAL DE ATENDIMENTO AO CIDADAO, COM SERVICOS DE ADEQUACAO DO IMOVEL, OPERACAO E MANUTENCAO DA UNIDADE - ID:80932 - Código do Item:0308.002.0015",60641700,N
CE 001/26,UENF - UNIV EST DO NORTE FLUMINENSE DARCY RIB,CONCORRÊNCIA ELETRÔNICA - 14.133/2021,Item: 1,58937,0223.055.0002,"SERVICO DE REPARO E CONSERVACAO DE IMOVEIS,DESCRIÇÃO: CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICO DE OBRA E REFORMA - ID:58937 - Código do Item:0223.055.0002",1,N
CE 002/24,UENF - UNIV EST DO NORTE FLUMINENSE DARCY RIB,CONCORRÊNCIA ELETRÔNICA - 14.133/2021,Item: 1,70729,0215.005.0015,"PROJETOS ARQUITETONICOS,DESCRICAO: CONTRATACAO DE EMPRESA ESPECIALIZADA PARA ELABORACAO DE PROJETOS DE ARQUITETURA E COMPLEMENTARES - ID:70729 - Código do Item:0215.005.0015",1,N
CE 002/26,SEAS - SEC DE EST DO AMBIENT E SUSTENTABILIDADE,CONCORRÊNCIA ELETRÔNICA - 14.133/2021,Item: 1,157499,0223.061.0032,"SERVICOS DE ENGENHARIA,DESCRIÇÃO: CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DE OBRA DE INSTALACAO DE SISTEMA DE TRATAMENTO DE ESGOTO - ID:157499 - Código do Item:0223.061.0032",1,N
CE 002/26,FUNARJ - FUND ANITA MANTUANO DE ARTES DO EST DO RJ,CONCORRÊNCIA ELETRÔNICA - 14.133/2021,Item: 1,196882,0152.008.0066,"PROJETO DE ENGENHARIA,DESCRICAO: CONTRATACAO DE EMPRESA ESPECIALIZADA PARA ELABORACAO, COMPATIBILIZACAO E APROVACAO DE PROJETOS BASICO E/OU EXECUTIVO DE ARQUITETURA, TIPO SERVICO: ELABORACAO DE PROJETO PARA CONSTRUCAO DE TEATRO, ORIGEM: PESSOA JURIDICA - ID:196882 - Código do Item:0152.008.0066",1,N
CE 005/26,FUNARJ - FUND ANITA MANTUANO DE ARTES DO EST DO RJ,CONCORRÊNCIA ELETRÔNICA - 14.133/2021,Item: 1,91814,0557.008.0003,"SERVICOS DE PREVENCAO E COMBATE A INCENDIO,DESCRICAO: CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DE OBRAS CIVIS COM INSTALACAO DE SISTEMA DE SEGURANCA CONTRA INCENDIO E PANICO. - ID:91814 - Código do Item:0557.008.0003",1,N
CE 08/25,SEIOP - SECRETARIA DE ESTADO DE INFRAESTRUTURA E OBRAS PUBLICAS - SEIOP,CONCORRÊNCIA ELETRÔNICA - 14.133/2021,Item: 1,160996,0787.003.0008,"SERVICO DE CONSTRUCAO DE ESTRUTURAS,DESCRICAO: CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICO DE CONTRUCAO CIVIL, ORIGEM: PESSOA JURIDICA - ID:160996 - Código do Item:0787.003.0008",1,N
CE 09//25,SEIOP - SECRETARIA DE ESTADO DE INFRAESTRUTURA E OBRAS PUBLICAS - SEIOP,CONCORRÊNCIA ELETRÔNICA - 14.133/2021,Item: 1 Lote: 1,160996,0787.003.0008,"SERVICO DE CONSTRUCAO DE ESTRUTURAS,DESCRICAO: CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICO DE CONTRUCAO CIVIL, ORIGEM: PESSOA JURIDICA - ID:160996 - Código do Item:0787.003.0008",1,N
CE0003/26,SEAS - SEC DE EST DO AMBIENT E SUSTENTABILIDADE,CONCORRÊNCIA ELETRÔNICA - 14.133/2021,Item: 1,157499,0223.061.0032,"SERVICOS DE ENGENHARIA,DESCRIÇÃO: CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DE OBRA DE INSTALACAO DE SISTEMA DE TRATAMENTO DE ESGOTO - ID:157499 - Código do Item:0223.061.0032",1,N
CE001/25,UERJ - HOSPITAL UNIVERSITÁRIO - HOSPITAL UNIVERSITARIO PEDRO ERNESTO,CONCORRÊNCIA ELETRÔNICA - 14.133/2021,Item: 1 Lote: 1,162212,0647.001.0003,"REFORMA E MANUTENCAO DE UNIDADES DE SAUDE,DESCRICAO: CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE ENGENHARIA - ID:162212 - Código do Item:0647.001.0003",1,N
CN031//22,SEINFRA - SECRETARIA DE ESTADO DE INFRA E OBRAS,CONCORRÊNCIA,Item: 1 Lote: 1,157121,0787.002.0003,"SERVICO DE DESOBSTRUCAO E CONTENCAO,DESCRICAO: CONTRATACAO DE PRESTACAO DE SERVICOS DE CONTENCAO DE ENCOSTAS - ID:157121 - Código do Item:0787.002.0003",1,N
PD 001/24,FSCABRINI - FUNDAÇÃO SANTA CABRINI,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 1,51662,0107.004.0001,"SERVICOS DE INSTALACAO DE APARELHOS DE AR CONDICIONADO,DESCRIÇÃO: contratação de empresa especializada para prestação de serviços de instalação de aparelhos de ar condicionado, com fornecimento de materiais e acessórios - ID:51662 - Código do Item:0107.004.0001",18,N
PD 001/24,FSCABRINI - FUNDAÇÃO SANTA CABRINI,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 2,151252,4150.001.0012,"CORTINA AR,NUMERO FASES: MONOFASICO, POTENCIA: 145-260W, TENSAO: 220V, VAZAO MAXIMA: 2100M³/H, DIMENSAO (C X H X L): 1200 X 215 X 220MM, VELOCIDADE AR: 11M/S, RUIDO: MENOR 55, FORMA FORNECIMENTO: UNIDADE - ID:151252 - Código do Item:4150.001.0012",2,N
PD 001/24,FSCABRINI - FUNDAÇÃO SANTA CABRINI,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 3,175556,4120.001.0420,"CONDICIONADOR AR,TIPO: SPLIT, CAPACIDADE REFRIGERACAO: 9.000 BTU/S, CICLO: FRIO, TENSAO: 110/220, CONTROLE: ELETRONICO, DIMENSAO (L X H X P): N/D, FORMA FORNECIMENTO: UNIDADE - ID:175556 - Código do Item:4120.001.0420",3,N
PD 001/24,FSCABRINI - FUNDAÇÃO SANTA CABRINI,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 4,61693,4120.001.0089,"CONDICIONADOR AR,TIPO: SPLIT HI WALL, CAPACIDADE REFRIGERACAO: 12000 BTU/H, CICLO: FRIO, TENSAO: 220V, CONTROLE: REMOTO, DIMENSAO (L X H X P): N/D - ID:61693 - Código do Item:4120.001.0089",6,N
PD 001/24,FSCABRINI - FUNDAÇÃO SANTA CABRINI,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 5,65042,4120.001.0108,"CONDICIONADOR AR,TIPO: SPLIT, CAPACIDADE REFRIGERACAO: 18000 BTU/H, CICLO: FRIO, TENSAO: 220V/127V, CONTROLE: ELETRONICO, DIMENSAO (L X H X P): N/D - ID:65042 - Código do Item:4120.001.0108",3,N
PD 001/24,FSCABRINI - FUNDAÇÃO SANTA CABRINI,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 6,57545,4120.001.0061,"CONDICIONADOR AR,TIPO: SPLIT, CAPACIDADE REFRIGERACAO: 24000 BTU, CICLO: FRIO, TENSAO: 220V, CONTROLE: REMOTO, DIMENSAO (L X H X P): N/D - ID:57545 - Código do Item:4120.001.0061",2,N
PD 001/24,FSCABRINI - FUNDAÇÃO SANTA CABRINI,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 7,150902,4120.001.0342,"CONDICIONADOR AR,TIPO: SPLIT, CAPACIDADE REFRIGERACAO: 30000 BTU/S, CICLO: FRIO, TENSAO: 127/220 V, CONTROLE: ELETRONICO, DIMENSAO (L X H X P): N/D, FORMA FORNECIMENTO: UNIDADE - ID:150902 - Código do Item:4120.001.0342",1,N
PD 001/24,FSCABRINI - FUNDAÇÃO SANTA CABRINI,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 8,121233,4150.001.0007,"CORTINA AR,NUMERO FASES: MONOFASICO, POTENCIA: 250 W, TENSAO: 220V, VAZAO MAXIMA: 1650m³/H, DIMENSAO (C X H X L): 1000x221x183, VELOCIDADE AR: 11m/s, RUIDO: 50db - ID:121233 - Código do Item:4150.001.0007",1,N
PD 001/25,SEGOV - SECRETARIA DE ESTADO DE GOVERNO,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 1,90336,0451.045.0029,"FOLDER,DESCRIÇÃO: CONFECCAO DE FOLDER, Material: PAPEL COUCHE 150G, PERSONALIZACAO (MOTIVO): LAMINA COUCHE 150 BR, 210 x 300mm  4x4 CORES, OBSERVACAO: PROGRAMACAO NA MEDIDA DE 210 x 300 CTP, 2 DOBRAS - ID:90336 - Código do Item:0451.045.0029",75000,S
PD 001/25,SEGOV - SECRETARIA DE ESTADO DE GOVERNO,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 2,145997,0451.015.0005,"VENTAROLA,DESCRIÇÃO: CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICO  DE CONFECCAO DE VENTAROLA, Dimensões: FORMATO 18,0 X 25,0 CM, Material: LAMINA 4X4 CORES EM PAPEL 300G/M2, CORTE INICIAL. CORTE VINCO, FACA ESPECIAL - ID:145997 - Código do Item:0451.015.0005",40000,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 1,88117,7195.018.0006,"CADEIRA (USO GERAL),MATERIAL ESTRUTURA: POLIPROPILENO, BRACO: SEM BRACO, ENCOSTO: FIXO, REVESTIMENTO ENCOSTO: POLIPROPILENO INJETAVEL, COR: PRETA, UTILIZACAO: AREA EXTERNA - ID:88117 - Código do Item:7195.018.0006",3,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 2,90810,8010.014.0227,"TINTA IMOBILIARIA,TIPO: ACRILICA, COR: BRANCO NEVE, ACABAMENTO: FOSCO, BRILHO: FOSCO - ID:90810 - Código do Item:8010.014.0227",1,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 3,155118,7105.003.0021,"BANQUETA,MATERIAL: POLIPROPILENO, COR: PRETO, DIMENSAO (P X L X H): 30 CM X 26 CM X 46 CM, ENCOSTO: SEM, ESTOFADO: SEM, MATERIAL ESTOFADO: N/A, MODELO: FIXO, FORMA FORNECIMENTO: UNIDADE - ID:155118 - Código do Item:7105.003.0021",4,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 4,158176,5935.013.0124,"TOMADA ELETRICA, PREDIAL,INSTALACAO: SOBREPOR DUPLA, MATERIAL CORPO: PLASTICO, ACABAMENTO TOMADA: BRANCO, FORMATO CORPO: RETANGULAR, POLO: 2 PINOS UNIVERSAL + TERRA, CORRENTE: 10 A, TENSAO: 127 V, FIXACAO PLACA: PARAFUSO, DIMENSAO PLACA: 4``x 2``, DIAMETRO POLO: 4 mm, PADRAO: NBR 14136, FORMA FORNECIMENTO: UNIDADE - ID:158176 - Código do Item:5935.013.0124",6,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 5,167742,8010.014.0381,"TINTA IMOBILIARIA,TIPO: ESMALTE SINTETICO ANTI-FERRUGEM (ANTIOXIDANTE), COR: PRETO, ACABAMENTO: ACETINADO, BRILHO: N/A, FORMA FORNECIMENTO:  LITRO - ID:167742 - Código do Item:8010.014.0381",1,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 6,171742,5935.013.0137,"TOMADA ELETRICA, PREDIAL,INSTALACAO: SOBREPOR, MATERIAL CORPO: TERMOPLASTICO, ACABAMENTO TOMADA: BRANCO, FORMATO CORPO: QUADRADO, POLO: 3 PINOS REDONDOS, CORRENTE: 20 A, TENSAO: 250 V, FIXACAO PLACA: PARAFUSO, DIMENSAO PLACA: 4 X 2``, DIAMETRO POLO: 4 MM, PADRAO: NBR 14136, FORMA FORNECIMENTO: UNIDADE - ID:171742 - Código do Item:5935.013.0137",2,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 7,183709,7105.048.0003,"NICHO,MATERIAL: MADEIRA MACICA, ACABAMENTO: MOGNO VERNIZ, ESPESSURA: 3 MM, DIMENSAO: 830 X 1830 X 300 MM ( A X L X P), FORMA FORNECIMENTO: UNIDADE - ID:183709 - Código do Item:7105.048.0003",2,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 8,197043,7105.035.0036,"PUFF,MATERIAL REVESTIMENTO: COURO SINTETICO, MATERIAL ESTRUTURA: MADEIRA REFORCADA, MODELO: ASSENTO REDONDO, DIMENSAO: 40 CM X 40 CM (D X A), FORMA FORNECIMENTO: UNIDADE - ID:197043 - Código do Item:7105.035.0036",2,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 9,197044,7105.035.0037,"PUFF,MATERIAL REVESTIMENTO: COURO SINTETICO, MATERIAL ESTRUTURA: MADEIRA REFORCADA, MODELO: REDONDO, DIMENSAO: 80 CM X 43 CM (D X A), FORMA FORNECIMENTO: UNIDADE - ID:197044 - Código do Item:7105.035.0037",2,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 10,197045,7105.035.0038,"PUFF,MATERIAL REVESTIMENTO: COURO SINTETICO, MATERIAL ESTRUTURA: MADEIRA REFORCADA, MODELO: ASSENTO REDONDO, DIMENSAO: 40 CM X 43 CM (D X A), FORMA FORNECIMENTO: UNIDADE - ID:197045 - Código do Item:7105.035.0038",6,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 11,197069,7105.035.0039,"PUFF,MATERIAL REVESTIMENTO: COURO SINTETICO, MATERIAL ESTRUTURA: PEROLAS DE ISOPOR (EPS), MODELO: REDONDO, DIMENSAO: 80 CM X 45 CM (D X A), FORMA FORNECIMENTO: UNIDADE - ID:197069 - Código do Item:7105.035.0039",3,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 12,197070,7220.006.0053,"TAPETE,MATERIAL: POLIPROPILENO, DIMENSAO (L X C): 1,5M X 2,0M, COR: BEGE, ESPESSURA: 11MM, COR BORDA: N/D, FORMA FORNECIMENTO: UNIDADE - ID:197070 - Código do Item:7220.006.0053",1,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 13,197071,7220.006.0054,"TAPETE,MATERIAL: SISAL ANTIDERRAPANTE, DIMENSAO (L X C): 2,0 DIAMETRO, COR: CINZA E PRETO, ESPESSURA: 10 MM, COR BORDA: N/D, FORMA FORNECIMENTO: UNIDADE - ID:197071 - Código do Item:7220.006.0054",1,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 14,197072,7220.006.0055,"TAPETE,MATERIAL: POLIESTER LAVAVEL, DIMENSAO (L X C): 1,5M DIAMETRO, COR: AZUL MARINHO MESCLADO, ESPESSURA: 11 MM, COR BORDA: N/D, FORMA FORNECIMENTO: UNIDADE - ID:197072 - Código do Item:7220.006.0055",1,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 15,197115,9905.013.0010,"EXPOSITOR,APLICACAO: EXPOSICAO DE EQUIPAMENTOS, MATERIAL: MADEIRA IMBUIA, COMPOSICAO: EXPOSITOR CAIXA, FORMA FORNECIMENTO: UNIDADE - ID:197115 - Código do Item:9905.013.0010",4,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 16,197119,7195.029.0104,"MESA AUXILIAR (USO GERAL),UTILIZACAO: ATIVIDADES RECREATIVAS, MATERIAL TAMPO: MDF ESPESSURA 0,72 CM COM REVESTIMENTO EM TECIDO DE POLIÉSTER COR VERDE, MATERIAL ESTRUTURA: MDF, DIMENSOES: REDONDA C 1,25M X L 0,78 M, PRATELEIRA: SEM, ACESSORIO/ADICIONAL: SEM, FORMA FORNECIMENTO: UNIDADE - ID:197119 - Código do Item:7195.029.0104",1,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 17,197120,7290.023.0023,"VASO PLANTA,MATERIAL: POLIETILENO, FORMATO: RETANGULAR, ACABAMENTO: LISO, MODELO: N/A, DIMENSAO (H X L X C): 0,30 X 0,30 X 0,80, FORMA FORNECIMENTO: UNIDADE - ID:197120 - Código do Item:7290.023.0023",2,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 18,197121,8730.021.0011,"ARRANJO DE FLORES NATURAIS,TIPO FLORES: BAMBU HASTE, ACOMPANHA: N/A, FORMA FORNECIMENTO: UNIDADE - ID:197121 - Código do Item:8730.021.0011",15,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 19,197123,5680.013.0006,"PROTETOR PAREDE/PERFIL BATE MACA,MATERIAL: PAINEL RIPADO LAMINADO EVA AUTOCOLANTE, COR: MADEIRA NOGUEIRA, ALTURA: 10 CM, PROTECAO: N/A, FORMA FORNECIMENTO: ROLO 2,5M - ID:197123 - Código do Item:5680.013.0006",90,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 20,197234,7105.035.0040,"PUFF,MATERIAL REVESTIMENTO: TECIDO EXTERNO POLIAMIDA COM ELASTANO, CAPA REMOVIVEL, MATERIAL ESTRUTURA: TECIDO INTERNO 10% POLIESTER, ENCHIMENTO COM PEROLAS DE EPS, MODELO: ALMOFADAO, DIMENSAO: 130 CM (C) X 78CM (L) X 45CM (A), FORMA FORNECIMENTO: UNIDADE - ID:197234 - Código do Item:7105.035.0040",1,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 21,197236,7125.005.0220,"ESTANTE, USO GERAL,MATERIAL: MADEIRA MDP, MODELO: SEM PORTAS, SEM RODIZIO, SEM VIDRO, SEM ILUMINACAO, ACABAMENTO PINTURA UV, DIMENSOES (L X A X P): 60CM X 180CM X 30 CM (L X A X P), ESPESSURA 15 MM, QUANTIDADE DIVISOES: 4 PRATELEIRAS, FORMA FORNECIMENTO: UNIDADE - ID:197236 - Código do Item:7125.005.0220",6,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 22,197237,7195.029.0105,"MESA AUXILIAR (USO GERAL),UTILIZACAO: CENTRO ORGANICA, MATERIAL TAMPO: MADEIRA MDF BP COR PRETA, MATERIAL ESTRUTURA: MADEIRA, DIMENSOES: 28 A X 90 L X 52P, PRATELEIRA: SEM, ACESSORIO/ADICIONAL: PES MADEIRA MACICA NO MODELO PALITO COM PINTURA VERNIZ NATURAL, FORMA FORNECIMENTO: UNIDADE - ID:197237 - Código do Item:7195.029.0105",1,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 23,197238,7510.043.0006,"MOLDURA PARA QUADRO,TIPO: REDONDA COM FUNDO DE MDF CRU REMOVÍVEL, MATERIAL: MDF CRU, TRATAMENTO: SEM, COR: SEM, DIMENSAO (L X C): DIÂMETRO 50 CM, ACESSORIO: PENDURADOR, FORMA FORNECIMENTO: UNIDADE - ID:197238 - Código do Item:7510.043.0006",2,S
PD 001/26,AGENERSA - AG REGUL ENERGIA E SANEAMENTO DO EST RJ,PROCESSO ELETRÔNICO DE DISPENSA - LEI 14.133/21,Item: 24,197239,7110.004.0915,"CADEIRA ,TIPO: AREA EXTERNA, BASE: FIXA, AJUSTE ALTURA ASSENTO: SEM, RECLINACAO: FIXA, MATERIAL ESTRUTURA: ALUMINIO, BRACO: SEM, ENCOSTO: FIXO, REVESTIMENTO ASSENTO-ENCOSTO: FIBRA SINTETICA, COR: PRETO, PORTA LIVRO: SEM, PRANCHETA: SEM, FORMA FORNECIMENTO: UNIDADE - ID:197239 - Código do Item:7110.004.0915",2,S
